chrom	start	end	strand	trid	geneid
chr6	160397979	160398082	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160407041	160407195	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160408753	160408921	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160410729	160410846	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160436780	160436877	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160436997	160437211	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160442761	160442869	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160443630	160443742	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160447719	160447818	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	160450996	160452581	+	stmg_plus_chr6.44.1	stmg_plus_chr6.44
chr6	167241891	167241965	+	stmg_plus_chr6.45.1	stmg_plus_chr6.45
chr6	167245787	167245916	+	stmg_plus_chr6.45.1	stmg_plus_chr6.45
chr6	170725199	170725396	+	stmg_plus_chr6.46.1	stmg_plus_chr6.46
chr6	170727931	170728487	+	stmg_plus_chr6.46.1	stmg_plus_chr6.46
chr6	1321770	1321986	-	stmg_minus_chr6.1.1	stmg_minus_chr6.1
chr6	2887266	2890570	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	2891833	2891988	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	2893411	2893553	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	2895391	2895508	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	2896053	2896190	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	2900444	2900621	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	2903201	2903280	-	stmg_minus_chr6.2.1	stmg_minus_chr6.2
chr6	3177090	3177642	-	stmg_minus_chr6.3.1	stmg_minus_chr6.3
chr6	3178932	3179042	-	stmg_minus_chr6.3.1	stmg_minus_chr6.3
chr6	3179604	3179713	-	stmg_minus_chr6.3.1	stmg_minus_chr6.3
chr6	8413068	8413699	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8414908	8414977	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8416884	8416995	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8417402	8417494	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8419580	8419677	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8420721	8420828	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8422470	8422624	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8427937	8428058	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8429864	8430157	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8434385	8434430	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	8435077	8435483	-	stmg_minus_chr6.4.1	stmg_minus_chr6.4
chr6	18128311	18130780	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18132133	18132177	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18133804	18133889	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18138963	18139037	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18139665	18139717	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18143596	18143728	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18147823	18147915	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18148988	18149171	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	18155033	18155074	-	stmg_minus_chr6.5.1	stmg_minus_chr6.5
chr6	28244623	28245975	-	stmg_minus_chr6.6.1	stmg_minus_chr6.6
chr6	28246969	28247092	-	stmg_minus_chr6.6.1	stmg_minus_chr6.6
chr6	28248067	28248149	-	stmg_minus_chr6.6.1	stmg_minus_chr6.6
chr6	28249687	28249834	-	stmg_minus_chr6.6.1	stmg_minus_chr6.6
chr6	28251558	28252223	-	stmg_minus_chr6.6.1	stmg_minus_chr6.6
chr6	28648286	28648651	-	stmg_minus_chr6.7.1	stmg_minus_chr6.7
chr6	28648896	28648908	-	stmg_minus_chr6.7.1	stmg_minus_chr6.7
chr6	28837870	28838320	-	stmg_minus_chr6.8.1	stmg_minus_chr6.8
chr6	28838750	28839006	-	stmg_minus_chr6.8.1	stmg_minus_chr6.8
chr6	31519598	31519650	-	stmg_minus_chr6.9.1	stmg_minus_chr6.9
chr6	31519965	31520286	-	stmg_minus_chr6.9.1	stmg_minus_chr6.9
chr6	31809619	31811985	-	stmg_minus_chr6.10.1	stmg_minus_chr6.10
chr6	31814889	31815059	-	stmg_minus_chr6.10.1	stmg_minus_chr6.10
chr6	32008614	32008715	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32009036	32009199	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32009277	32009438	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32009531	32009627	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32009721	32009872	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32009965	32010097	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32010217	32010347	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32010441	32010584	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32010703	32010822	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32010986	32011038	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32011153	32011275	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32011527	32011862	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32012152	32012471	-	stmg_minus_chr6.11.1	stmg_minus_chr6.11
chr6	32128707	32129854	-	stmg_minus_chr6.12.1	stmg_minus_chr6.12
chr6	32130095	32130291	-	stmg_minus_chr6.12.1	stmg_minus_chr6.12
chr6	32517345	32517752	-	stmg_minus_chr6.13.1	stmg_minus_chr6.13
chr6	32518054	32518077	-	stmg_minus_chr6.13.1	stmg_minus_chr6.13
chr6	32518556	32518666	-	stmg_minus_chr6.13.1	stmg_minus_chr6.13
chr6	32519370	32519651	-	stmg_minus_chr6.13.1	stmg_minus_chr6.13
chr6	32521905	32522174	-	stmg_minus_chr6.13.1	stmg_minus_chr6.13
chr6	32530125	32530287	-	stmg_minus_chr6.13.1	stmg_minus_chr6.13
chr6	33246075	33246550	-	stmg_minus_chr6.14.1	stmg_minus_chr6.14
chr6	33246739	33246855	-	stmg_minus_chr6.14.1	stmg_minus_chr6.14
chr6	37482920	37483289	-	stmg_minus_chr6.15.1	stmg_minus_chr6.15
chr6	37484810	37484862	-	stmg_minus_chr6.15.1	stmg_minus_chr6.15
chr6	37485100	37485194	-	stmg_minus_chr6.15.1	stmg_minus_chr6.15
chr6	37499822	37499920	-	stmg_minus_chr6.15.1	stmg_minus_chr6.15
chr6	39188973	39191755	-	stmg_minus_chr6.16.1	stmg_minus_chr6.16
chr6	39194169	39194337	-	stmg_minus_chr6.16.1	stmg_minus_chr6.16
chr6	39194594	39194760	-	stmg_minus_chr6.16.1	stmg_minus_chr6.16
chr6	39195876	39195987	-	stmg_minus_chr6.16.1	stmg_minus_chr6.16
chr6	39228926	39229450	-	stmg_minus_chr6.16.1	stmg_minus_chr6.16
chr6	41190299	41192506	-	stmg_minus_chr6.17.1	stmg_minus_chr6.17
chr6	41192801	41192901	-	stmg_minus_chr6.17.1	stmg_minus_chr6.17
chr6	41194425	41194833	-	stmg_minus_chr6.17.1	stmg_minus_chr6.17
chr6	41198109	41198429	-	stmg_minus_chr6.17.1	stmg_minus_chr6.17
chr6	41200954	41201193	-	stmg_minus_chr6.17.1	stmg_minus_chr6.17
chr6	42206801	42208372	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	42208858	42208947	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	42210488	42210596	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	42211781	42211917	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	42214120	42214192	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	42214280	42214344	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	42217802	42217865	-	stmg_minus_chr6.18.1	stmg_minus_chr6.18
chr6	47231532	47232994	-	stmg_minus_chr6.19.1	stmg_minus_chr6.19
chr6	47234670	47234898	-	stmg_minus_chr6.19.1	stmg_minus_chr6.19
chr6	47253256	47253521	-	stmg_minus_chr6.19.1	stmg_minus_chr6.19
chr6	47283938	47284432	-	stmg_minus_chr6.19.1	stmg_minus_chr6.19
chr6	47285944	47286595	-	stmg_minus_chr6.19.1	stmg_minus_chr6.19
chr6	47309416	47309902	-	stmg_minus_chr6.19.1	stmg_minus_chr6.19
chr6	49430360	49431856	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49435456	49435623	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49440206	49440353	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49441840	49441971	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49444639	49444754	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49447670	49447785	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49448816	49448927	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49451466	49451714	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49453585	49453756	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49456080	49456237	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49457691	49458058	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49459082	49459505	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	49463103	49463191	-	stmg_minus_chr6.20.1	stmg_minus_chr6.20
chr6	52497402	52503270	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52504591	52504754	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52505599	52505742	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52506032	52506136	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52507553	52507623	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52508234	52508318	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52509528	52509586	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52516006	52516122	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52516628	52516737	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52535783	52535846	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52576796	52576915	-	stmg_minus_chr6.21.1	stmg_minus_chr6.21
chr6	52750110	52750699	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	52751577	52751708	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	52752854	52752995	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	52754943	52755075	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	52756258	52756309	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	52757861	52757977	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	52763444	52763569	-	stmg_minus_chr6.22.1	stmg_minus_chr6.22
chr6	53127075	53128946	-	stmg_minus_chr6.23.1	stmg_minus_chr6.23
chr6	53130803	53130920	-	stmg_minus_chr6.23.1	stmg_minus_chr6.23
chr6	53134233	53134324	-	stmg_minus_chr6.24.1	stmg_minus_chr6.24
chr6	53145558	53145667	-	stmg_minus_chr6.24.1	stmg_minus_chr6.24
chr6	53740751	53741338	-	stmg_minus_chr6.25.1	stmg_minus_chr6.25
chr6	53744219	53744364	-	stmg_minus_chr6.25.1	stmg_minus_chr6.25
chr6	53746909	53746977	-	stmg_minus_chr6.25.1	stmg_minus_chr6.25
chr6	53790881	53791148	-	stmg_minus_chr6.26.1	stmg_minus_chr6.26
chr6	54840118	54840488	-	stmg_minus_chr6.27.1	stmg_minus_chr6.27
chr6	54840641	54840855	-	stmg_minus_chr6.27.1	stmg_minus_chr6.27
chr6	55753645	55755682	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	55759005	55759115	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	55760457	55760533	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	55774049	55774243	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	55794279	55794427	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	55819655	55819847	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	55874376	55875564	-	stmg_minus_chr6.28.1	stmg_minus_chr6.28
chr6	57919784	57919919	-	stmg_minus_chr6.29.1	stmg_minus_chr6.29
chr6	57924417	57924591	-	stmg_minus_chr6.29.1	stmg_minus_chr6.29
chr6	57926426	57926510	-	stmg_minus_chr6.29.1	stmg_minus_chr6.29
chr6	57929045	57929132	-	stmg_minus_chr6.29.1	stmg_minus_chr6.29
chr6	57930104	57930285	-	stmg_minus_chr6.29.1	stmg_minus_chr6.29
chr6	67887646	67888821	-	stmg_minus_chr6.30.1	stmg_minus_chr6.30
chr6	67888911	67889230	-	stmg_minus_chr6.30.1	stmg_minus_chr6.30
chr6	78604532	78604571	-	stmg_minus_chr6.31.1	stmg_minus_chr6.31
chr6	78605755	78606019	-	stmg_minus_chr6.31.1	stmg_minus_chr6.31
chr6	79914812	79916883	-	stmg_minus_chr6.32.1	stmg_minus_chr6.32
chr6	79919420	79919547	-	stmg_minus_chr6.32.1	stmg_minus_chr6.32
chr6	79921625	79921796	-	stmg_minus_chr6.32.1	stmg_minus_chr6.32
chr6	79924952	79925032	-	stmg_minus_chr6.32.1	stmg_minus_chr6.32
chr6	79926194	79926381	-	stmg_minus_chr6.32.1	stmg_minus_chr6.32
chr6	79947180	79947573	-	stmg_minus_chr6.32.1	stmg_minus_chr6.32
chr6	81813289	81813676	-	stmg_minus_chr6.33.1	stmg_minus_chr6.33
chr6	81814029	81814084	-	stmg_minus_chr6.33.1	stmg_minus_chr6.33
chr6	81845189	81845909	-	stmg_minus_chr6.34.1	stmg_minus_chr6.34
chr6	81928857	81928901	-	stmg_minus_chr6.34.1	stmg_minus_chr6.34
chr6	85387223	85389557	-	stmg_minus_chr6.35.1	stmg_minus_chr6.35
chr6	85390013	85390185	-	stmg_minus_chr6.35.1	stmg_minus_chr6.35
chr6	88324000	88324145	-	stmg_minus_chr6.36.1	stmg_minus_chr6.36
chr6	88420944	88421031	-	stmg_minus_chr6.36.1	stmg_minus_chr6.36
chr6	89326625	89329957	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89333086	89333205	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89335302	89335431	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89338205	89338310	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89338459	89338543	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89342324	89342455	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89343683	89343756	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	89352539	89352848	-	stmg_minus_chr6.37.1	stmg_minus_chr6.37
chr6	111900576	111901141	-	stmg_minus_chr6.38.1	stmg_minus_chr6.38
chr6	111901743	111901814	-	stmg_minus_chr6.38.1	stmg_minus_chr6.38
chr6	113357003	113357298	-	stmg_minus_chr6.39.1	stmg_minus_chr6.39
chr6	113362531	113362672	-	stmg_minus_chr6.39.1	stmg_minus_chr6.39
chr6	113868013	113870343	-	stmg_minus_chr6.40.1	stmg_minus_chr6.40
chr6	113870669	113870734	-	stmg_minus_chr6.40.1	stmg_minus_chr6.40
chr6	113872994	113873351	-	stmg_minus_chr6.40.1	stmg_minus_chr6.40
chr6	138090689	138092268	-	stmg_minus_chr6.41.1	stmg_minus_chr6.41
chr6	138096354	138096494	-	stmg_minus_chr6.41.1	stmg_minus_chr6.41
chr6	138107127	138107503	-	stmg_minus_chr6.41.1	stmg_minus_chr6.41
chr6	140845958	140846304	-	stmg_minus_chr6.42.1	stmg_minus_chr6.42
chr6	140852819	140852924	-	stmg_minus_chr6.42.1	stmg_minus_chr6.42
chr6	143039427	143039828	-	stmg_minus_chr6.43.1	stmg_minus_chr6.43
chr6	143042177	143042316	-	stmg_minus_chr6.43.1	stmg_minus_chr6.43
chr7	520404	523316	+	stmg_plus_chr7.1.1	stmg_plus_chr7.1
chr7	524080	524280	+	stmg_plus_chr7.1.1	stmg_plus_chr7.1
chr7	524854	525231	+	stmg_plus_chr7.1.1	stmg_plus_chr7.1
chr7	1459938	1460267	+	stmg_plus_chr7.2.1	stmg_plus_chr7.2
chr7	1463842	1464007	+	stmg_plus_chr7.2.1	stmg_plus_chr7.2
chr7	6615714	6616186	+	stmg_plus_chr7.3.1	stmg_plus_chr7.3
chr7	6617190	6617307	+	stmg_plus_chr7.3.1	stmg_plus_chr7.3
chr7	6621122	6624290	+	stmg_plus_chr7.3.1	stmg_plus_chr7.3
chr7	34255927	34256339	+	stmg_plus_chr7.4.1	stmg_plus_chr7.4
chr7	45978350	45978468	+	stmg_plus_chr7.5.1	stmg_plus_chr7.5
chr7	45979909	45980160	+	stmg_plus_chr7.5.1	stmg_plus_chr7.5
chr7	55573194	55573317	+	stmg_plus_chr7.6.1	stmg_plus_chr7.6
chr7	55587771	55587934	+	stmg_plus_chr7.6.1	stmg_plus_chr7.6
chr7	55588096	55588288	+	stmg_plus_chr7.6.1	stmg_plus_chr7.6
chr7	67335976	67336112	+	stmg_plus_chr7.7.1	stmg_plus_chr7.7
chr7	67339450	67339573	+	stmg_plus_chr7.7.1	stmg_plus_chr7.7
chr7	67339797	67340022	+	stmg_plus_chr7.7.1	stmg_plus_chr7.7
chr7	73735039	73735090	+	stmg_plus_chr7.8.1	stmg_plus_chr7.8
chr7	73735241	73735499	+	stmg_plus_chr7.8.1	stmg_plus_chr7.8
chr7	73735728	73735848	+	stmg_plus_chr7.8.1	stmg_plus_chr7.8
chr7	73735930	73736054	+	stmg_plus_chr7.8.1	stmg_plus_chr7.8
chr7	93921699	93922233	+	stmg_plus_chr7.9.1	stmg_plus_chr7.9
chr7	93926091	93926517	+	stmg_plus_chr7.9.1	stmg_plus_chr7.9
chr7	93927530	93928469	+	stmg_plus_chr7.10.1	stmg_plus_chr7.10
chr7	95471854	95472062	+	stmg_plus_chr7.11.1	stmg_plus_chr7.11
chr7	95473693	95473997	+	stmg_plus_chr7.11.1	stmg_plus_chr7.11
chr7	100720800	100720993	+	stmg_plus_chr7.12.1	stmg_plus_chr7.12
chr7	100721558	100721703	+	stmg_plus_chr7.12.1	stmg_plus_chr7.12
chr7	100721962	100722048	+	stmg_plus_chr7.12.1	stmg_plus_chr7.12
chr7	100722664	100722843	+	stmg_plus_chr7.12.1	stmg_plus_chr7.12
chr7	100722978	100723700	+	stmg_plus_chr7.12.1	stmg_plus_chr7.12
chr7	101127089	101127244	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101128393	101128664	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101130421	101130654	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101131875	101132069	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101133695	101133893	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101135494	101135594	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101135715	101135801	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101137001	101137084	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101137405	101139265	+	stmg_plus_chr7.13.1	stmg_plus_chr7.13
chr7	101308347	101308548	+	stmg_plus_chr7.14.1	stmg_plus_chr7.14
chr7	101310484	101310985	+	stmg_plus_chr7.14.1	stmg_plus_chr7.14
chr7	102337320	102337402	+	stmg_plus_chr7.15.1	stmg_plus_chr7.15
chr7	102337580	102337682	+	stmg_plus_chr7.15.1	stmg_plus_chr7.15
chr7	102338932	102339115	+	stmg_plus_chr7.15.1	stmg_plus_chr7.15
chr7	138163456	138163502	+	stmg_plus_chr7.16.1	stmg_plus_chr7.16
chr7	138164244	138164554	+	stmg_plus_chr7.16.1	stmg_plus_chr7.16
chr7	142563748	142563847	+	stmg_plus_chr7.17.1	stmg_plus_chr7.17
chr7	142563948	142564238	+	stmg_plus_chr7.17.1	stmg_plus_chr7.17
chr7	142627098	142627364	+	stmg_plus_chr7.18.1	stmg_plus_chr7.18
chr7	142715571	142715821	+	stmg_plus_chr7.19.1	stmg_plus_chr7.19
chr7	142801041	142801427	+	stmg_plus_chr7.20.1	stmg_plus_chr7.20
chr7	142801944	142801961	+	stmg_plus_chr7.20.1	stmg_plus_chr7.20
chr7	142802105	142802211	+	stmg_plus_chr7.20.1	stmg_plus_chr7.20
chr7	142802503	142802748	+	stmg_plus_chr7.20.1	stmg_plus_chr7.20
chr7	143132173	143132211	+	stmg_plus_chr7.21.1	stmg_plus_chr7.21
chr7	143135194	143135299	+	stmg_plus_chr7.21.1	stmg_plus_chr7.21
chr7	143139075	143139189	+	stmg_plus_chr7.21.1	stmg_plus_chr7.21
chr7	143139518	143139696	+	stmg_plus_chr7.21.1	stmg_plus_chr7.21
chr7	150450631	150451175	+	stmg_plus_chr7.22.1	stmg_plus_chr7.22
chr7	150466671	150467334	+	stmg_plus_chr7.22.1	stmg_plus_chr7.22
chr7	150470829	150470874	+	stmg_plus_chr7.22.1	stmg_plus_chr7.22
chr7	150474012	150474638	+	stmg_plus_chr7.22.1	stmg_plus_chr7.22
chr7	150477092	150479392	+	stmg_plus_chr7.22.1	stmg_plus_chr7.22
chr7	150514834	150514945	+	stmg_plus_chr7.23.1	stmg_plus_chr7.23
chr7	150519934	150521073	+	stmg_plus_chr7.23.1	stmg_plus_chr7.23
chr7	155458148	155459062	+	stmg_plus_chr7.24.1	stmg_plus_chr7.24
chr7	155462371	155464830	+	stmg_plus_chr7.24.1	stmg_plus_chr7.24
chr7	155962643	155963275	+	stmg_plus_chr7.25.1	stmg_plus_chr7.25
chr7	155964452	155966343	+	stmg_plus_chr7.25.1	stmg_plus_chr7.25
chr7	157010807	157011307	+	stmg_plus_chr7.26.1	stmg_plus_chr7.26
chr7	157015889	157016426	+	stmg_plus_chr7.26.1	stmg_plus_chr7.26
chr7	7550104	7551476	-	stmg_minus_chr7.1.1	stmg_minus_chr7.1
chr7	7552159	7552439	-	stmg_minus_chr7.1.1	stmg_minus_chr7.1
chr7	23101228	23103578	-	stmg_minus_chr7.2.1	stmg_minus_chr7.2
chr7	23104250	23104317	-	stmg_minus_chr7.2.1	stmg_minus_chr7.2
chr7	23105559	23105689	-	stmg_minus_chr7.2.1	stmg_minus_chr7.2
chr7	30176389	30176982	-	stmg_minus_chr7.3.1	stmg_minus_chr7.3
chr7	30178937	30179008	-	stmg_minus_chr7.3.1	stmg_minus_chr7.3
chr7	69595959	69596431	-	stmg_minus_chr7.4.1	stmg_minus_chr7.4
chr7	75156639	75156915	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75157250	75157395	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75157866	75157970	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75160659	75160776	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75162326	75162433	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75162897	75163019	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75165124	75165179	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75166537	75166702	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75166802	75166877	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75168632	75168710	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	75171872	75172044	-	stmg_minus_chr7.5.1	stmg_minus_chr7.5
chr7	76326794	76330233	-	stmg_minus_chr7.6.1	stmg_minus_chr7.6
chr7	76358722	76359031	-	stmg_minus_chr7.6.1	stmg_minus_chr7.6
chr7	77793728	77794423	-	stmg_minus_chr7.7.1	stmg_minus_chr7.7
chr7	77798254	77798577	-	stmg_minus_chr7.7.1	stmg_minus_chr7.7
chr7	99173574	99173794	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99177920	99178066	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99181883	99182065	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99184929	99185162	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99188300	99188563	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99193019	99193101	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99195070	99195338	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99196084	99196166	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99203106	99203240	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	99207401	99207498	-	stmg_minus_chr7.8.1	stmg_minus_chr7.8
chr7	101287504	101287719	-	stmg_minus_chr7.9.1	stmg_minus_chr7.9
chr7	102678485	102678855	-	stmg_minus_chr7.10.1	stmg_minus_chr7.10
chr7	102681836	102681953	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102682065	102682129	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102683279	102683399	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102686714	102686849	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102688195	102688364	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102688904	102689048	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102689617	102689754	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102689960	102690152	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	102690357	102690469	-	stmg_minus_chr7.11.1	stmg_minus_chr7.11
chr7	110432241	110432310	-	stmg_minus_chr7.12.1	stmg_minus_chr7.12
chr7	110432811	110432906	-	stmg_minus_chr7.12.1	stmg_minus_chr7.12
chr7	110511060	110511114	-	stmg_minus_chr7.12.1	stmg_minus_chr7.12
chr7	110525456	110525561	-	stmg_minus_chr7.12.1	stmg_minus_chr7.12
chr7	110534589	110534746	-	stmg_minus_chr7.12.1	stmg_minus_chr7.12
chr7	123681935	123684580	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123689042	123689150	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123692347	123692867	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123694715	123694868	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123695823	123695865	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123696579	123696747	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123704634	123704657	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123706277	123706373	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123706740	123706826	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123709089	123709223	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
chr7	123748618	123749067	-	stmg_minus_chr7.13.1	stmg_minus_chr7.13
